,platformId,platform,date,updated,type,description,postUrl,subscriberCount,score,media,likeAndViewCountsDisabled,languageCode,legacyId,id,statistics.actual.favoriteCount,statistics.actual.commentCount,statistics.expected.favoriteCount,statistics.expected.commentCount,account.id,account.name,account.handle,account.profileImage,account.subscriberCount,account.url,account.platform,account.platformId,account.verified,imageText,expandedLinks,translated_description,translated_imageText,description_cluster,Image_path,image_ocr,translated_image_ocr,accountHandle,party,Alignation
10361,3.274412597e+28,Instagram,2024-01-06 17:00:21,2024-05-21 18:19:58,album,"आज मैंने अपने लोकसभा क्षेत्र में जनपद हापुड़ के गढ़मुखेश्वर विधानसभा में प्रधानमंत्री ग्राम सड़क योजना (PMGSY-3) के अंतर्गत बनी सड़क, पैकेज सं०-UP 7117, लम्बाई 5.725 कि०मी०, लागत 3 करोड़ 92 लाख 15 हज़ार, शाहपुर चौधरी से वाया दौताई अठसैनी हसुपुर मार्ग का लोकार्पण किया। 

इस दौरान ग्राम अठसेनी, बदरख़ा, बेऊनी, फूलडी, हिमतपुर, राजपुर, कुचेसर चौपला आदि गाँवो में दौरा किया व मैंने क्षेत्र में कई जगह चौपाल लगाकर जनता की समस्याएं सुनी तथा उनके निवारण हेतु संबंधित अधिकारियों को निर्देशित किया।",https://www.instagram.com/p/C1xDOiPJGLp/,37405,-1.2327044025,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416622651_380121911356042_3461479981857601628_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=aaJkpFAKL_EQ7kNvgEMyyjY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDnvwNBuKqXFlMGLGSWD1MKI1xq67ahr1axuGLKIlpN4g&oe=66529E8C', 'height': 370, 'width': 658}]",False,en,0,8063842|3274412597048533737,1425,6,1756,8,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,,,"today i in my lok sabha constituency in my lok sabha constituency in garhmukhshwar assembly of hapur in the garhmukhwar assembly of hapur road under the pradhan mantri gram sadak yojana pmgsy3 package no 7117 length 5725 km cost 3 crore 92 lakh 15 thousand shahpur chaudhary via dautai via dautai via via via ahatsainiinaugurated the hasupur road

during this time village athasseni badarkha beoni phuldi himatpur rajpur kuchesar chaupala etc visited the villages and i heard the problems of the public by putting a chaupal at many places in the area and directed the concerned officials for their redressal",,-1,[None],,,kunwar_danish_ali,BSP,Left
10367,3.2743595179999997e+28,Instagram,2024-01-06 15:14:53,2024-05-21 18:19:48,album,आज हाजीपुर में श्री रामभजन प्रसाद सिन्हा जी की धर्मपत्नी स्वर्गीय कमलफूल देवी जी की स्मृति में आयोजित श्रद्धांजलि सभा में शामिल हुआ।,https://www.instagram.com/p/C1w3KIuvngc/,322247,-1.2436866441,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416553076_1141936816969481_7910646855380814511_n.heic?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=Z4pFSruzoZUQ7kNvgGl4M1I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC3Z_ouqsSbUJIH2r62_oJ3lAHzHSECu5kfGQWbW8t5pg&oe=665F0CB5', 'height': 960, 'width': 1440}]",False,en,0,8063839|3274359518225397788,22379,113,27802,171,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,today in hajipur shri rambhajan prasad sinha jis wife attended a tribute meeting organized in memory of late kamalfool devi ji,,-1,['../images\\image_10367_0.jpg'],,,ichiragpaswan,LJSP,Left
10388,3.2741584239999996e+28,Instagram,2024-01-06 08:35:21,2024-05-21 18:19:48,photo,"चिराग का सपना , स्वस्थ हो बिहार अपना !

#Bihar1st_bihari1st #biharkachirag",https://www.instagram.com/p/C1wJb1ePcrp/,322247,-2.0481600814,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416916410_2165752757102222_1057073584253798357_n.heic?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=j6QeWwrcQh0Q7kNvgHNXfYK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDEOvytoHryglyr7tHSMtiNDpQ1dFsY7F7jsa8r30tQ4w&oe=665F1932', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3274158424358505193,5823,74,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"chirags dream bihar should be healthy

bihar1st_bihari1st biharkachirag",,-1,['../images\\image_10388_0.jpg'],"चिराग का सपना
' स्वस्थ हो बिहार अपना

रु ता बिहार के प्रत्येक जिले
* हि ae पर एक मेडिकल कॉलेज

खोला जाएगा

लोक जनशक्ति पार्टी (टामविलास) le i \ip4india
","Chirag's dream
'May our Bihar be healthy

Every district of Bihar
* A medical college on hi ae

will be opened

Lok Janshakti Party (Tomvilas) le i \ip4india",ichiragpaswan,LJSP,Left
10398,3.2740718750000002e+28,Instagram,2024-01-06 05:43:23,2024-05-21 18:19:58,photo,आमंत्रण!,https://www.instagram.com/p/C1v1wYBpoOe/,37405,-1.2304964539,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417167891_740754847974089_602589694158720728_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=y6mevZcLV2cQ7kNvgHCjMES&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDT0yYyCCxG8jqN3AnpuxpKytEdIWZsNc4iE1LVbqYUJw&oe=6652B434', 'height': 914, 'width': 731}]",False,en,0,8063842|3274071874919105438,1116,12,1376,12,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,,,invitation,,175,[None],,,kunwar_danish_ali,BSP,Left
10403,3.274042747e+28,Instagram,2024-01-06 04:45:31,2024-05-21 18:19:48,photo,आज के मेरे कार्यक्रम,https://www.instagram.com/p/C1vvIgSvcOu/,322247,-3.1969295924,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417744005_1077859133638997_1865391204936816007_n.heic?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=OhNQocsPjvoQ7kNvgG-9pr2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAA82rVRyxI14vPZJiNcik49_7AUFiBfbn1ywjvELwd9Q&oe=665F2119', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3274042746737640366,3760,18,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,todays my programs,,175,['../images\\image_10403_0.jpg'],".

लोक जनशक्ति पार्टी

(रामविलास) के राष्ट्रीय अध्यक्ष

sit पिराग पासवान जी
कार्यक्रम

समय - शाम 04:30

महिला विकास मंच की नौवीं
वर्षगांठ पर आयोजित
वार्षिक अधिवेशन में बतौर
मुख्य अतिथि के रुप में शामिल

स्थान- होटल पाटलिपुत्रा
* | एक्सोटिका एग्जीविश॑न
' टोड, पठना

\ x $ /Ijp4india

",",

Lok Janshakti Party

(Ram Vilas) National President

sit Pirag Paswan ji
Program

Time – 04:30 pm

Mahila Vikas Manch's ninth
held on the anniversary
at the annual convention as
attended as chief guest

Location- Hotel Patliputra
, Exotica Exhibition
'Todd, read

\x$/Ijp4india",ichiragpaswan,LJSP,Left
10443,3.2734114899999997e+28,Instagram,2024-01-05 07:51:19,2024-05-21 18:19:48,photo,"हमारी प्राथमिकता पारदर्शिता के साथ हो बिहार का विकास !

#Bihar1st_Bihari1st #biharkachirag",https://www.instagram.com/p/C1tfmgyPqcb/,321117,-2.3045220378,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416296437_850198706844476_2903920498179244113_n.heic?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=bUvouRikCIgQ7kNvgHLy-t2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCUrWym1JhAjiVhoR7imk_FPakySgo7GRNJ5e7C8prWSA&oe=665F09A9', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3273411490152883995,5198,43,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"our priority should be the development of bihar with transparency

bihar1st_bihari1st biharkachirag",,-1,['../images\\image_10443_0.jpg'],"हमारी प्राथमिकता
पारदर्शिता के साथ हो
बिहार का विकास

प्रत्येक सरकारी योजना के लिए
> होगा डैशबोर्ड

योजनाओं पर पारदर्शिता के साथ रीयल
टाइम जानकारी भी होगा उपलब्ध

नागरिक करेंगे सरकार के प्रदर्शन
की निगरानी

चलो चले चिराग के संग

x ¢ | tjp4india
","our priority
be transparent
development of bihar

For every government scheme
> there will be dashboard

Real with transparency on schemes
Time information will also be available

Citizens will protest against the government
Monitor the

let's go with chirag

x ¢ | tjp4india",ichiragpaswan,LJSP,Left
10478,3.2727470409999996e+29,Instagram,2024-01-04 09:51:11,2024-05-02 11:55:48,album,"Today, I explored the recently reopened Adhichanallur onsite Archaeological Museum, which underwent repairs following heavy rains. @archaeologicalsurveyofindiashould focus on devising scientific solutions to safeguard valuable archaeological sites from such calamities.",https://www.instagram.com/p/C1rIhgJpY57/,151706,1.757480315,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416655896_302552838918630_317060352601483121_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=1wxj2AGSS8IQ7kNvgGKj1LW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAZQSe8iv4e-3waAz2g5KRvozDIK7y3Koxu1L5tVF0b2Q&oe=66396226', 'height': 568, 'width': 853}]",False,en,0,18184755|3272747040851201659,4435,29,2519,21,18184755,Kanimozhi Karunanidhi,kanimozhikarunanidhiofficial,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/369713993_1009752186823026_8329613167689370201_n.jpg?stp=dst-jpg_s150x150&_nc_cat=101&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=bjJeqOW49MUQ7kNvgFz9PJ4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBprPP7i_8jfLBy1BR3nbh0zH4IxkPqXZ2vFK4Y-1_c-w&oe=6661C7A0,166096,https://www.instagram.com/kanimozhikarunanidhiofficial/,Instagram,44675805631,True,,,today i explored the recently reopened adhichanallur onsite archaeological museum which underwent repairs following heavy rains archaeologicalsurveyofindiashould focus on devising scientific solutions to safeguard valuable archaeological sites from such calamities,,-1,[None],,,kanimozhikarunanidhiofficial,DMK,Left
10491,3.272599182e+28,Instagram,2024-01-04 04:57:25,2024-05-21 18:19:48,photo,"जय श्री राम!

22 जनवरी 2024 को रामलला होंगे विराजमान।

#AyodhyaRamMandir #RamMandir",https://www.instagram.com/p/C1qm54Gv-qj/,319707,-1.7519582245,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/415979044_1827322437704515_2966325682778090966_n.heic?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=NghdpWBcAsUQ7kNvgFCxtC4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAGWBDlcib-Qf0UshnAOtPzVw-Ed0s76NO54zEycq3CIA&oe=665F187C', 'height': 1080, 'width': 1080}]",False,en,0,8063839|3272599182258465443,6781,113,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"jai shri ram

ramlala will be seated on 22 january 2024

ayodhyarammandir rammandir",,-1,['../images\\image_10491_0.jpg'],"Tie efact gieelt, fasnat iad 2080 eictare,

han oratarfes ore (zrarfacrat)
","Tie efact gieelt, fasnat they 2080 ektare,

han oratarfes ore (zrarfacrat)",ichiragpaswan,LJSP,Left
10511,3.272120512e+28,Instagram,2024-01-03 13:06:23,2024-05-21 18:19:48,photo,"हमारा संकल्प - युवा बिहार, नया बिहार 

#Bihar1st_Bihari1st #Biharkachirag",https://www.instagram.com/p/C1o6ETcPdP2/,317865,-2.2234904270999998,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416041134_358694016782153_1389139288214683559_n.heic?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=ExG8o09A158Q7kNvgHFQ6E9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDqmxjSrJ2k6EQsbNfvEZNaMH_mPkGoGR4CoMCIBRaqGw&oe=665F14DF', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3272120511735124982,5378,54,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"our resolve  youth bihar new bihar

bihar1st_bihari1st biharkachirag",,-1,['../images\\image_10511_0.jpg'],"हमारा संकल्प
'युवा बिहार नया बिहार'

स्थानीय भाषा को स्कूल के रिक्षा में
के शतिरिक्त विषय के रुप में जोड़ा जाएगा

जरूरतमंद व योग्य छात्रों को उच्च शिक्षा
के लिए सरकार बिना ब्याज देगी ऋण

आइए चिराग पासवान के
साथ मिलकर बदले बिहार

woh
© 6 / \jp4india

लोक जनशक्ति पार्टी (टामविलास)
","our resolve
'Youth Bihar New Bihar'

Teaching local language in school
will be added as an additional subject of

Higher education to needy and deserving students
Government will give interest free loan for

Come Chirag Paswan
Change Bihar together

wow
© 6 / \jp4india

Lok Janshakti Party (Tomvilas)",ichiragpaswan,LJSP,Left
10518,3.272046838e+28,Instagram,2024-01-03 10:40:00,2024-05-21 18:19:48,photo,"प्रधानमंत्री आदरणीय श्री @narendramodi जी के नेतृत्व में खेलों में भी परचम लहरा रहा नया भारत!

खेलेगा इंडिया, तभी तो बढ़ेगा इंडिया

#ModiKiGuarantee #ModiAgainIn2024",https://www.instagram.com/p/C1opUNhvQU0/,317865,-2.2992575671,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416331034_1516360802264839_8398250008484470145_n.heic?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=LWQlqYcWsw8Q7kNvgFYI-7_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAryjxbTLRsj7jtrejfiW0QxSIXJV4-17tTPBMpSqbVTg&oe=665F0583', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3272046838105834804,5211,42,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"under the leadership of prime minister respected mr narendramodi ji new india is also waving in sports

india will play only then india will increase

modikigiguarantee modigainin2024",,-1,['../images\\image_10518_0.jpg'],"PY खेलों में परचम लहरा रहा

एशियाई खेलों में भारत ने अपना सर्वश्रेष्ठ

॥

प्रदर्शन करते हुए 28 स्वर्ण सहित कुल
07 पदक जीते

एशियाई पैरा गेम्स में 29 स्वर्ण सहित
कुल 0 पदक जीते

zy गोवा में पहली बार हुए राष्ट्रीय खेलों में

PA देश भर के 0,000 से अधिक एथलीट
शामिल

»

","Flag flying in PY Games

India achieved its best in Asian Games

,

Total including 28 gold while performing
won 07 medals

Including 29 gold in Asian Para Games
Won total 0 medals

zy In the National Games held for the first time in Goa

PA Over 0,000 athletes from across the country
Involved

,",ichiragpaswan,LJSP,Left
